Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,C,criterion,max_depth,max_iter,min_samples_leaf,n_estimators,penalty,solver,splitter,accuracy,test_accuracy,Model,Train Data,Best
2025-03-22 17:47:00,1.5s,c5c6cd4599fb4d52afeb21e1a66b2bcc,resilient-stag-140,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,log_loss,4,,2,30,,,,0.948051948051948,,random-forest,worst-data-70-30,
2025-03-22 17:46:46,1.4s,5f4158a8a5f44c428f0f1368292f6fa8,rogue-mole-351,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,log_loss,3,,2,20,,,,0.948051948051948,,random-forest,worst-data-70-30,
2025-03-22 17:46:44,1.4s,fa9e7aafa3b749cf86217d3844bfd85c,delicate-turtle-17,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,log_loss,3,,2,10,,,,0.948051948051948,,random-forest,worst-data-70-30,
2025-03-22 17:46:19,1.4s,37ff339e22d84b5dbf13a145545b7943,trusting-zebra-806,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,entropy,4,,2,10,,,,0.948051948051948,,random-forest,worst-data-70-30,
2025-03-22 17:45:46,1.4s,0e61b81b622c4759a6a694e82af2f534,wise-steed-982,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,gini,4,,3,20,,,,0.948051948051948,,random-forest,worst-data-70-30,
2025-03-22 17:45:36,1.4s,ad22b704ebd94f049da8b380d0ec429b,clumsy-hog-830,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,gini,3,,4,10,,,,0.948051948051948,,random-forest,worst-data-70-30,
2025-03-22 17:42:01,1.5s,67a779ede5b740769bc53e6e9e8d6606,overjoyed-steed-625,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,entropy,2,,2,10,,,,0.948051948051948,,random-forest,mean-data-70-30,
2025-03-22 17:41:20,1.4s,c98e2d594ce941f29e3955d07ab63cc7,rumbling-ape-221,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,log_loss,4,,4,,,,random,0.948051948051948,,decision-tree,worst-data-70-30,
2025-03-22 17:40:55,1.4s,0ad833c09a6948188182661dbbc42a6b,bemused-slug-692,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,entropy,4,,4,,,,random,0.948051948051948,,decision-tree,worst-data-70-30,
2025-03-22 17:40:26,1.4s,19446a727b9e4f53a005a8a787e59530,invincible-skink-409,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,,gini,3,,4,,,,random,0.948051948051948,,decision-tree,worst-data-70-30,
2025-03-22 17:36:24,1.4s,dd61a7eac5694396b7a14e9f0f22248b,secretive-skink-993,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,5,,,300,,,l2,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:36:23,1.4s,f4c1d32ecfed48fdb6005f3932c261f6,brawny-mule-797,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,5,,,200,,,l2,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:36:22,1.4s,78555e2f70cb4834a2ecae1f6139445f,abrasive-bee-860,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,5,,,100,,,l2,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:36:20,1.4s,f7e3ae843b1b4ac68cdafd887fe98c72,painted-smelt-361,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,4,,,300,,,l2,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:36:19,1.5s,2b64688337284b73827d24efddd5e64c,delicate-rook-102,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,4,,,200,,,l2,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:36:17,1.4s,1690971c534e4f7f8a3111ea8ffec550,kindly-fowl-962,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,4,,,100,,,l2,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:36:16,1.4s,b159492184f7481c8f708a56c6ffda2f,omniscient-goat-120,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,2.5,,,300,,,l2,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:36:14,1.4s,f45a38ed2f4240ecb11a18268fbecb27,omniscient-sloth-628,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,2.5,,,200,,,l2,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:36:13,1.5s,512ac53aebe44ead8c79d5106d8b004d,brawny-quail-447,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,2.5,,,100,,,l2,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:35:22,1.4s,a46323879b324fa0b2a6acc1ba2f8181,judicious-koi-565,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,4,,,300,,,l1,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
2025-03-22 17:35:20,1.4s,ef7b424728bd4259950c977a2ab592d5,honorable-sheep-823,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.12/site-packages/ipykernel_launcher.py,venkatachalamsubramanianperiyasubbu,FINISHED,4,,,200,,,l1,liblinear,,0.948051948051948,,logistic-regression,worst-data-70-30,
